Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4794,Odyssey Heroes: Origins,SNES,1996.0,Misc,Konami Digital Entertainment,0.03,0.0,0.0,0.01,0.04
4795,Fairways Frontier,GB,1998.0,Simulation,THQ,0.01,0.02,0.0,0.01,0.04
4796,Rebellion Empires,GBA,2004.0,Action,Atari,0.01,0.02,0.01,0.0,0.04
4797,Storm Warriors: Reborn,PS4,2018.0,Racing,Electronic Arts,0.01,0.02,0.0,0.01,0.04
4798,Saga of Fairways 2,GBA,2002.0,Sports,Warner Bros. Interactive,0.02,0.01,0.0,0.01,0.04
4799,Age of Heroes III,PC,2000.0,Adventure,CD Projekt,0.01,0.01,0.0,0.02,0.04
4800,Battle for Titans,PSP,2007.0,Racing,Ubisoft,0.01,0.02,0.0,0.01,0.04
4801,Battle for Fairways: Next Gen,GBA,2004.0,Misc,Capcom,0.02,0.01,0.01,0.0,0.04
4802,Quest for Shadows: Next Gen,Wii,2010.0,Adventure,Square Enix,0.02,0.02,0.0,0.0,0.04
4803,Realm of Destiny III,PS4,2016.0,Adventure,Sega,0.02,0.01,0.0,0.01,0.04
4804,Depths Shadows III,XB,2010.0,Fighting,Electronic Arts,0.01,0.01,0.01,0.01,0.04
4805,Fall of Empires,X360,2009.0,Shooter,Electronic Arts,0.01,0.02,0.0,0.01,0.04
4806,Call of Frontier III,PC,1995.0,Adventure,Microsoft Game Studios,0.02,0.01,0.0,0.01,0.04
4807,Arena Depths: Revolution,SNES,1997.0,Platform,Sony Computer Entertainment,0.01,0.02,0.01,0.0,0.04
4808,Titans Glory 3,GBA,2004.0,Shooter,2K Games,0.03,0.01,0.0,0.0,0.04
4809,Fall of Depths,XOne,2017.0,Shooter,2K Games,0.02,0.01,0.0,0.01,0.04
4810,Heroes Odyssey: Origins,PS4,2017.0,Action,Capcom,0.02,0.01,0.0,0.01,0.04
4811,Gridiron Champions: Next Gen,PSP,2004.0,Sports,Activision,0.02,0.01,0.0,0.01,0.04
4812,Conquest Dragons III,N64,1998.0,Platform,Capcom,0.02,0.02,0.0,0.0,0.04
4813,Champions Fury 2,X360,2007.0,Platform,CD Projekt,0.02,0.01,0.01,0.0,0.04
4814,Champions Storm: Revolution,GC,2013.0,Adventure,Warner Bros. Interactive,0.01,0.01,0.01,0.01,0.04
4815,Empires Racing Stars III,XOne,2014.0,Sports,THQ,0.02,0.02,0.0,0.0,0.04
4816,Age of Valor: Revolution,GBA,2004.0,Role-Playing,Square Enix,0.01,0.01,0.02,0.0,0.04
4817,Shadow of Frontier II,Switch,2017.0,Strategy,Microsoft Game Studios,0.01,0.01,0.01,0.01,0.04
4818,Dragons Heroes 3,PS,1998.0,Racing,Atari,0.02,0.01,0.01,0.0,0.04
4819,Conquest Heroes: Origins,GBA,2004.0,Fighting,Epic Games,0.01,0.01,0.01,0.01,0.04
4820,Battle for Destiny,N64,1996.0,Fighting,THQ,0.01,0.02,0.0,0.01,0.04
4821,Call of Nations: Reborn,XOne,2016.0,Platform,,0.02,0.01,0.0,0.01,0.04
4822,Battle for Duty 2,WiiU,2014.0,Misc,Capcom,0.01,0.01,0.01,0.01,0.04
4823,Depths Shadows: Next Gen,GBA,2002.0,Shooter,Electronic Arts,0.01,0.01,0.01,0.01,0.04
4824,Empire of Rebellion: Origins,N64,1997.0,Role-Playing,Konami Digital Entertainment,0.01,0.01,0.02,0.0,0.04
4825,Conquest Racing Stars: Revolution,GB,1998.0,Adventure,Electronic Arts,0.02,0.01,0.01,0.0,0.04
4826,Tales of Gridiron III,PSP,2010.0,Role-Playing,Epic Games,0.01,0.01,0.02,0.0,0.04
4827,Heroes Destiny: Revolution,DS,2006.0,Action,Konami Digital Entertainment,0.01,0.02,0.0,0.01,0.04
4828,World of Duty,X360,2014.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.02,0.04
4829,Chronicles of Honor 3,WiiU,2020.0,Puzzle,Nintendo,0.01,0.02,0.01,0.0,0.04
4830,Champions Honor,X360,2013.0,Role-Playing,CD Projekt,0.01,0.01,0.02,0.0,0.04
4831,Call of Heroes III,PS4,2019.0,Role-Playing,Disney Interactive Studios,0.01,0.01,0.02,0.0,0.04
4832,Shadow of Empires,Wii,2009.0,Role-Playing,Capcom,0.02,0.01,0.01,0.0,0.04
4833,Saga of Duty: Next Gen,PSV,2014.0,Misc,Nintendo,0.02,0.01,0.0,0.01,0.04
4834,Chronicles of Depths: Revolution,X360,2012.0,Platform,Electronic Arts,0.02,0.01,0.0,0.01,0.04
4835,Nations Destiny Gold Edition,PC,1996.0,Role-Playing,CD Projekt,0.01,0.01,0.02,0.0,0.04
4836,Warriors Glory: Next Gen,PS4,2019.0,Racing,Microsoft Game Studios,0.02,0.01,0.0,0.01,0.04
4837,Tales of Duty Gold Edition,XOne,2020.0,Shooter,Disney Interactive Studios,0.03,0.0,0.0,0.01,0.04
4838,Kingdom of Shadows III,GC,2002.0,Misc,Bethesda Softworks,0.01,0.01,0.01,0.01,0.04
4839,Skies Odyssey: Reborn,GBA,2004.0,Racing,Sega,0.02,0.01,0.0,0.01,0.04
4840,Depths Skies: Reborn,3DS,2019.0,Fighting,Ubisoft,0.02,0.01,0.0,0.01,0.04
4841,Saga of Heroes: Next Gen,PSP,2016.0,Sports,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04
4842,Frontier Destiny II,3DS,2012.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04
4843,Battle for Destiny: Revolution,WiiU,2020.0,Strategy,Activision,0.02,0.01,0.0,0.01,0.04
4844,Nations Glory: Remastered,GB,2000.0,Sports,Microsoft Game Studios,0.02,0.01,0.0,0.01,0.04
4845,Honor Warriors III,XOne,2014.0,Action,Activision,0.02,0.02,0.0,0.0,0.04
4846,Heroes Dragons,Switch,2019.0,Adventure,Ubisoft,0.02,0.01,0.01,0.0,0.04
4847,Fall of Arena III,3DS,2019.0,Puzzle,Nintendo,0.01,0.02,0.01,0.0,0.04
4848,Fairways Fury: Reborn,PS2,2007.0,Adventure,Bethesda Softworks,0.01,0.01,0.01,0.01,0.04
4849,World of Titans,GB,2003.0,Adventure,Square Enix,0.02,0.01,0.01,0.0,0.04
4850,Call of Duty,GBA,2002.0,Shooter,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04
4851,Empire of Glory II,WiiU,2019.0,Puzzle,Take-Two Interactive,0.01,0.02,0.01,0.0,0.04
4852,Age of Nations: Reborn,XB,2010.0,Action,Bethesda Softworks,0.02,0.01,0.01,0.0,0.04
4853,Chronicles of Frontier 2,GC,2004.0,Strategy,THQ,0.03,0.0,0.0,0.01,0.04
4854,Battle for Heroes: Remastered,PS,1998.0,Shooter,Sega,0.03,0.01,0.0,0.0,0.04
4855,Racing Stars Duty 3,SNES,2000.0,Platform,Namco Bandai Games,0.02,0.01,0.01,0.0,0.04
4856,Empires Legends: Reborn,XB,2010.0,Sports,Nintendo,0.02,0.01,0.0,0.01,0.04
4857,Empires Fairways: Next Gen,XOne,2019.0,Misc,THQ,0.03,0.01,0.0,0.0,0.04
4858,Empire of Titans 2,Wii,,Action,Epic Games,0.01,0.02,0.01,0.0,0.04
4859,Dragons Fairways Gold Edition,XB,2004.0,Puzzle,CD Projekt,0.03,0.01,0.0,0.0,0.04
4860,Call of Rebellion: Origins,WiiU,2018.0,Platform,Nintendo,0.01,0.02,0.0,0.01,0.04
4861,Warriors Skies 2,Switch,2018.0,Strategy,Capcom,0.01,0.02,0.01,0.0,0.04
4862,Age of Legends Gold Edition,GC,2009.0,Role-Playing,2K Games,0.02,0.0,0.02,0.0,0.04
4863,Saga of Warriors III,Wii,2014.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.01,0.04
4864,Kingdom of Skies 2,PC,1996.0,Simulation,Bethesda Softworks,0.01,0.01,0.01,0.01,0.04
4865,Honor Storm,GBA,2004.0,Action,Capcom,0.01,0.01,0.01,0.01,0.04
4866,Odyssey Empires II,SNES,2005.0,Strategy,Capcom,0.03,0.01,0.0,0.0,0.04
4867,Legends Titans 2,N64,2003.0,Role-Playing,Square Enix,0.01,0.0,0.02,0.01,0.04
4868,Honor Legends,3DS,2013.0,Platform,Sony Computer Entertainment,0.02,0.01,0.01,0.0,0.04
4869,Storm Honor: Revolution,GC,2009.0,Adventure,CD Projekt,0.01,0.01,0.01,0.01,0.04
4870,Duty Heroes 3,PSP,2008.0,Puzzle,Nintendo,0.02,0.01,0.01,0.0,0.04
4871,Call of Empires: Next Gen,PS2,2000.0,Role-Playing,2K Games,0.0,0.02,0.01,0.01,0.04
4872,Honor Shadows 2,DS,2007.0,Action,Konami Digital Entertainment,0.02,0.01,0.01,0.0,0.04
4873,Realm of Honor 3,XB,2005.0,Shooter,Sega,0.03,0.01,0.0,0.0,0.04
4874,Frontier Empires Gold Edition,Switch,2017.0,Action,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04
4875,Saga of Legends: Next Gen,PS3,2012.0,Role-Playing,CD Projekt,0.01,0.01,0.01,0.01,0.04
4876,Warriors Titans,GB,2006.0,Simulation,Electronic Arts,0.02,0.01,0.01,0.0,0.04
4877,Storm Frontier: Next Gen,N64,2001.0,Role-Playing,Square Enix,0.01,0.01,0.01,0.01,0.04
4878,Shadow of Arena II,PC,1999.0,Adventure,CD Projekt,0.03,0.01,0.0,0.0,0.04
4879,Valor Fury Gold Edition,PS3,2013.0,Misc,Square Enix,0.02,0.01,0.0,0.01,0.04
4880,Empire of Odyssey: Next Gen,Switch,2017.0,Fighting,Bethesda Softworks,0.03,0.01,0.0,0.0,0.04
4881,Shadow of Depths: Remastered,XB,2010.0,Simulation,Konami Digital Entertainment,0.01,0.02,0.0,0.01,0.04
4882,Fall of Rebellion,SNES,2004.0,Sports,Electronic Arts,0.03,0.01,0.0,0.0,0.04
4883,Duty Duty 2,PS2,2000.0,Role-Playing,CD Projekt,0.01,0.01,0.02,0.0,0.04
4884,Quest for Arena: Next Gen,GB,2003.0,Action,Nintendo,0.0,0.03,0.01,0.0,0.04
4885,Dragons Racing Stars: Origins,GBA,2008.0,Sports,2K Games,0.02,0.01,0.0,0.01,0.04
4886,Depths Shadows II,Switch,2017.0,Fighting,THQ,0.03,0.01,0.0,0.0,0.04
4887,Tales of Fury,3DS,2019.0,Action,Activision,0.01,0.01,0.0,0.02,0.04
4888,Heroes Duty: Reborn,X360,2009.0,Role-Playing,2K Games,0.01,0.01,0.02,0.0,0.04
4889,Empires Fury 2,N64,2007.0,Action,Activision,0.02,0.02,0.0,0.0,0.04
4890,Call of Racing Stars: Next Gen,SNES,1998.0,Sports,Activision,0.02,0.01,0.0,0.01,0.04
4891,Kingdom of Duty III,PS,2008.0,Misc,Bethesda Softworks,0.01,0.01,0.01,0.01,0.04
4892,Kingdom of Storm: Origins,XB,2007.0,Simulation,Bethesda Softworks,0.01,0.01,0.01,0.01,0.04
4893,Dragons Champions: Origins,N64,,Misc,Atari,0.03,0.01,0.0,0.0,0.04
4894,Realm of Depths 3,WiiU,2013.0,Racing,2K Games,0.02,0.01,0.0,0.01,0.04
4895,Age of Warriors: Remastered,XOne,2017.0,Simulation,Sony Computer Entertainment,0.01,0.01,0.01,0.01,0.04
4896,Rise of Skies,PS2,2007.0,Racing,2K Games,0.03,0.01,0.0,0.0,0.04
4897,Fall of Rebellion 2,GC,2011.0,Role-Playing,Sony Computer Entertainment,0.02,0.01,0.01,0.0,0.04
4898,Honor Shadows,GC,2011.0,Fighting,Sony Computer Entertainment,0.02,0.02,0.0,0.0,0.04
4899,World of Warriors: Origins,Switch,2018.0,Platform,Atari,0.02,0.01,0.01,0.0,0.04
4900,Quest for Odyssey: Reborn,X360,2007.0,Role-Playing,Warner Bros. Interactive,0.01,0.0,0.02,0.01,0.04
4901,Legends Warriors: Next Gen,GC,2011.0,Platform,Namco Bandai Games,0.01,0.01,0.01,0.01,0.04
4902,Fall of Titans: Revolution,XOne,2018.0,Action,Warner Bros. Interactive,0.02,0.01,0.0,0.01,0.04
4903,Shadow of Racing Stars,WiiU,2019.0,Platform,Warner Bros. Interactive,0.02,0.01,0.01,0.0,0.04
4904,Honor Arena,PS4,2019.0,Platform,Capcom,0.02,0.01,0.01,0.0,0.04
4905,Honor Dragons,3DS,2013.0,Racing,THQ,0.02,0.01,0.0,0.01,0.04
4906,Call of Arena,PC,1996.0,Adventure,Nintendo,0.01,0.02,0.01,0.0,0.04
4907,Depths Champions,N64,2004.0,Puzzle,Capcom,0.01,0.01,0.01,0.01,0.04
4908,Fairways Valor: Next Gen,XOne,2014.0,Action,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
4909,Chronicles of Duty,GC,2010.0,Racing,Capcom,0.02,0.01,0.0,0.0,0.03
4910,Fury Gridiron III,PSP,2015.0,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.01,0.03
4911,Legend of Fairways: Remastered,PC,1997.0,Sports,Electronic Arts,0.01,0.01,0.01,0.0,0.03
4912,Shadow of Glory,PSV,2014.0,Strategy,THQ,0.02,0.01,0.0,0.0,0.03
4913,Quest for Depths,PS,1997.0,Platform,Disney Interactive Studios,0.01,0.01,0.0,0.01,0.03
4914,Quest for Skies III,PSV,2012.0,Strategy,Sega,0.02,0.0,0.01,0.0,0.03
4915,Call of Honor: Revolution,PS2,2008.0,Sports,Electronic Arts,0.02,0.0,0.0,0.01,0.03
4916,Saga of Dragons III,PSV,2014.0,Action,2K Games,0.01,0.02,0.0,0.0,0.03
4917,Quest for Fury 2,PS4,2020.0,Puzzle,Atari,0.01,0.01,0.01,0.0,0.03
4918,Legends Depths,PS2,2008.0,Role-Playing,Sony Computer Entertainment,0.02,0.0,0.01,0.0,0.03
4919,Chronicles of Destiny 2,PSV,2020.0,Racing,Ubisoft,0.02,0.01,0.0,0.0,0.03
4920,Fall of Destiny,PC,1995.0,Adventure,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
4921,Battle for Conquest,PSV,2013.0,Fighting,Bethesda Softworks,0.01,0.01,0.0,0.01,0.03
4922,Racing Stars Valor III,3DS,2011.0,Role-Playing,Bethesda Softworks,0.01,0.0,0.02,0.0,0.03
4923,Shadow of Gridiron 2,PSP,2015.0,Adventure,Nintendo,0.0,0.01,0.01,0.01,0.03
4924,Racing Stars Arena II,PC,2001.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.01,0.03
4925,Shadows Gridiron Gold Edition,WiiU,2017.0,Puzzle,Nintendo,0.01,0.01,0.01,0.0,0.03
4926,Call of Legends: Remastered,X360,2007.0,Shooter,THQ,0.01,0.01,0.0,0.01,0.03
4927,Rise of Storm: Next Gen,PSP,2012.0,Racing,Electronic Arts,0.01,0.01,0.0,0.01,0.03
4928,Quest for Rebellion: Revolution,GC,2004.0,Shooter,Activision,0.02,0.01,0.0,0.0,0.03
4929,Tales of Gridiron II,X360,2009.0,Platform,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
4930,Saga of Fairways,Wii,2014.0,Fighting,Activision,0.0,0.01,0.01,0.01,0.03
4931,Age of Empires 2,XB,2010.0,Role-Playing,CD Projekt,0.01,0.01,0.01,0.0,0.03
4932,Shadow of Racing Stars 3,GC,2011.0,Sports,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
4933,Empires Nations: Next Gen,GC,2008.0,Adventure,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
4934,Legends Conquest: Remastered,GBA,2008.0,Strategy,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.03
4935,Racing Stars Champions: Reborn,GC,2011.0,Racing,Electronic Arts,0.01,0.01,0.0,0.01,0.03
4936,Chronicles of Storm: Next Gen,GB,2002.0,Racing,2K Games,0.02,0.01,0.0,0.0,0.03
4937,Frontier Dragons III,PS,2003.0,Sports,Activision,0.02,0.01,0.0,0.0,0.03
4938,Empire of Fury 3,3DS,2018.0,Puzzle,Warner Bros. Interactive,0.01,0.02,0.0,0.0,0.03
4939,Frontier Dragons,GB,1999.0,Racing,Ubisoft,0.02,0.01,0.0,0.0,0.03
4940,Saga of Honor,XOne,2019.0,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.03
4941,Chronicles of Dragons 2,XB,2003.0,Fighting,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
4942,Titans Honor: Reborn,XB,2001.0,Fighting,Epic Games,0.02,0.01,0.0,0.0,0.03
4943,Dragons Odyssey,DS,2006.0,Puzzle,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
4944,World of Racing Stars 3,GBA,2008.0,Shooter,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
4945,Tales of Storm: Reborn,PSP,2013.0,Action,Bethesda Softworks,0.01,0.01,0.0,0.01,0.03
4946,Storm Skies Gold Edition,PSP,2007.0,Racing,Microsoft Game Studios,0.01,0.01,0.0,0.01,0.03
4947,Legends Racing Stars: Origins,Wii,2015.0,Action,Capcom,0.01,0.01,0.01,0.0,0.03
4948,Tales of Empires 2,GB,2005.0,Strategy,Epic Games,0.0,0.01,0.01,0.01,0.03
4949,Glory Gridiron: Remastered,SNES,2001.0,Role-Playing,Sony Computer Entertainment,0.0,0.01,0.01,0.01,0.03
4950,Kingdom of Fury: Revolution,3DS,2011.0,Strategy,Capcom,0.02,0.01,0.0,0.0,0.03
4951,Heroes Legends: Next Gen,3DS,2014.0,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.01,0.03
4952,Call of Valor 3,3DS,2015.0,Adventure,Square Enix,0.01,0.01,0.01,0.0,0.03
4953,Empire of Heroes,WiiU,2018.0,Platform,2K Games,0.01,0.01,0.0,0.01,0.03
4954,Rise of Racing Stars III,PC,1997.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
4955,Champions Fairways 3,PS,1998.0,Puzzle,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
4956,Age of Storm II,XOne,2015.0,Action,Take-Two Interactive,0.01,0.01,0.01,0.0,0.03
4957,Age of Legends,XB,2001.0,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.03
4958,Dragons Racing Stars III,GB,2001.0,Misc,Disney Interactive Studios,0.01,0.01,0.0,0.01,0.03
4959,Legend of Rebellion,PC,1997.0,Fighting,Atari,0.01,0.01,0.0,0.01,0.03
4960,Frontier Honor,GC,2012.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
4961,Conquest Duty: Origins,X360,2008.0,Fighting,THQ,0.01,0.01,0.0,0.01,0.03
4962,Legend of Glory,GBA,2009.0,Role-Playing,Nintendo,0.0,0.01,0.01,0.01,0.03
4963,Honor Skies 3,XB,2003.0,Platform,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
4964,Quest for Honor II,PS,2009.0,Shooter,Nintendo,0.02,0.01,0.0,0.0,0.03
4965,Titans Fairways Gold Edition,PS,2006.0,Puzzle,Nintendo,0.01,0.01,0.01,0.0,0.03
4966,Tales of Duty: Next Gen,GBA,2007.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03
4967,World of Legends Gold Edition,3DS,2020.0,Puzzle,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
4968,Fury Fairways: Revolution,N64,1996.0,Action,Microsoft Game Studios,0.02,0.0,0.0,0.01,0.03
4969,Realm of Conquest,GB,2006.0,Puzzle,2K Games,0.02,0.01,0.0,0.0,0.03
4970,Dragons Fury: Next Gen,GC,2001.0,Adventure,CD Projekt,0.02,0.01,0.0,0.0,0.03
4971,Quest for Skies Gold Edition,3DS,2013.0,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
4972,Chronicles of Heroes: Reborn,PS2,2008.0,Sports,Nintendo,0.01,0.01,0.0,0.01,0.03
4973,Warriors Nations: Reborn,PSP,2011.0,Action,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
4974,Honor Odyssey,X360,2016.0,Platform,CD Projekt,0.01,0.01,0.0,0.01,0.03
4975,Honor Glory: Reborn,GB,1997.0,Shooter,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03
4976,Realm of Nations II,N64,1996.0,Fighting,Activision,0.02,0.01,0.0,0.0,0.03
4977,Champions Skies 2,XOne,2019.0,Fighting,Activision,0.01,0.01,0.0,0.01,0.03
4978,Battle for Fury 3,N64,2006.0,Action,Sega,0.01,0.01,0.01,0.0,0.03
4979,Saga of Duty 2,WiiU,2020.0,Action,Bethesda Softworks,0.01,0.01,0.01,0.0,0.03
4980,Legend of Dragons,X360,2007.0,Role-Playing,Square Enix,0.01,0.0,0.02,0.0,0.03
4981,World of Fairways III,XOne,2014.0,Fighting,THQ,0.01,0.01,0.0,0.01,0.03
4982,Age of Warriors Gold Edition,PS,1998.0,Adventure,CD Projekt,0.02,0.01,0.0,0.0,0.03
4983,Titans Fury,GB,2003.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.01,0.03
4984,Empire of Storm 3,PS4,2014.0,Sports,Sony Computer Entertainment,0.01,0.01,0.0,0.01,0.03
4985,Fairways Heroes: Revolution,PS4,2015.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
4986,Chronicles of Champions Gold Edition,GC,2013.0,Sports,Nintendo,0.01,0.01,0.0,0.01,0.03
4987,Depths Legends: Next Gen,GB,2003.0,Simulation,Microsoft Game Studios,0.01,0.02,0.0,0.0,0.03
4988,Gridiron Storm III,XB,2003.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03
4989,Arena Storm III,X360,2012.0,Action,Disney Interactive Studios,0.02,0.0,0.01,0.0,0.03
4990,Heroes Rebellion,GBA,2002.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03
4991,Fairways Skies II,Wii,2014.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.01,0.03
4992,Kingdom of Fairways 2,XB,2004.0,Misc,Capcom,0.02,0.01,0.0,0.0,0.03
4993,Honor Rebellion: Revolution,GC,2004.0,Sports,Electronic Arts,0.01,0.01,0.0,0.01,0.03
4994,Heroes Depths: Origins,XOne,2017.0,Role-Playing,Epic Games,0.01,0.01,0.01,0.0,0.03
4995,Heroes Empires III,PS3,2017.0,Puzzle,Activision,0.0,0.02,0.01,0.0,0.03
4996,Conquest Legends,GB,2003.0,Platform,Nintendo,0.01,0.01,0.01,0.0,0.03
4997,Rise of Nations: Revolution,Switch,2017.0,Action,Sega,0.01,0.01,0.0,0.01,0.03
4998,Racing Stars Valor 2,WiiU,2017.0,Sports,2K Games,0.02,0.01,0.0,0.0,0.03
4999,Realm of Empires: Remastered,PC,2000.0,Puzzle,Nintendo,0.02,0.01,0.0,0.0,0.03
5000,Legend of Legends,PS,2005.0,Platform,Namco Bandai Games,0.01,0.01,0.01,0.0,0.03
5001,Fairways Fury: Origins,PS2,2006.0,Fighting,Capcom,0.01,0.0,0.01,0.01,0.03
5002,Gridiron Destiny: Next Gen,3DS,2015.0,Simulation,Sega,0.02,0.01,0.0,0.0,0.03
5003,Age of Frontier: Reborn,PS,1997.0,Strategy,Ubisoft,0.01,0.01,0.01,0.0,0.03
5004,Legends Destiny III,PSV,2012.0,Shooter,Epic Games,0.02,0.01,0.0,0.0,0.03
5005,Glory Gridiron: Next Gen,PS4,2013.0,Role-Playing,Atari,0.01,0.01,0.01,0.0,0.03
5006,Empires Glory 2,GC,2007.0,Role-Playing,Nintendo,0.02,0.0,0.01,0.0,0.03
5007,Battle for Odyssey: Next Gen,Switch,2017.0,Misc,Capcom,0.02,0.01,0.0,0.0,0.03
5008,Empire of Glory: Reborn,SNES,1995.0,Adventure,Bethesda Softworks,0.01,0.01,0.0,0.01,0.03
5009,Glory Fury: Revolution,PSP,2015.0,Simulation,Ubisoft,0.02,0.01,0.0,0.0,0.03
5010,Rise of Gridiron: Origins,GC,2006.0,Action,Konami Digital Entertainment,0.01,0.0,0.01,0.01,0.03
5011,Empire of Frontier Gold Edition,Switch,2017.0,Puzzle,Epic Games,0.01,0.01,0.01,0.0,0.03
5012,Frontier Conquest,DS,2012.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
5013,Skies Fairways Gold Edition,XB,2006.0,Role-Playing,Square Enix,0.02,0.0,0.01,0.0,0.03
5014,Empire of Skies Gold Edition,Wii,2013.0,Adventure,Bethesda Softworks,0.01,0.01,0.0,0.01,0.03
5015,Frontier Fury 2,3DS,2012.0,Adventure,Square Enix,0.02,0.0,0.01,0.0,0.03
5016,Saga of Fairways,XB,2003.0,Adventure,Epic Games,0.02,0.01,0.0,0.0,0.03
5017,Rise of Dragons II,PS4,2015.0,Role-Playing,Disney Interactive Studios,0.01,0.01,0.01,0.0,0.03
5018,Odyssey Honor Gold Edition,GBA,2002.0,Adventure,Square Enix,0.02,0.01,0.0,0.0,0.03
5019,Empire of Rebellion: Revolution,PS3,2014.0,Action,Bethesda Softworks,0.0,0.01,0.01,0.01,0.03
5020,Age of Valor: Origins,PS4,2017.0,Misc,Nintendo,0.01,0.01,0.01,0.0,0.03
5021,Shadows Titans,GB,2005.0,Misc,2K Games,0.01,0.01,0.0,0.01,0.03
5022,Rise of Shadows Gold Edition,PSP,2006.0,Racing,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03
5023,Glory Arena 3,PS4,2014.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.03
5024,Realm of Conquest II,XOne,2020.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5025,Conquest Rebellion 3,PS,2005.0,Strategy,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03
5026,Realm of Frontier: Remastered,DS,2010.0,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.03
5027,Fairways Duty: Revolution,XOne,2019.0,Strategy,Sega,0.02,0.0,0.0,0.01,0.03
5028,Quest for Rebellion III,GBA,2002.0,Fighting,Epic Games,0.01,0.01,0.01,0.0,0.03
5029,Saga of Skies: Next Gen,PSP,2010.0,Platform,THQ,0.02,0.01,0.0,0.0,0.03
5030,Racing Stars Odyssey: Remastered,Wii,2015.0,Action,Nintendo,0.02,0.01,0.0,0.0,0.03
5031,Racing Stars Odyssey 2,X360,2007.0,Adventure,Bethesda Softworks,0.02,0.01,0.0,0.0,0.03
5032,Fury Duty: Origins,SNES,2002.0,Role-Playing,Electronic Arts,0.0,0.01,0.01,0.01,0.03
5033,Heroes Fairways,DS,2004.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5034,Chronicles of Champions: Revolution,WiiU,2017.0,Puzzle,Ubisoft,0.01,0.01,0.01,0.0,0.03
5035,Valor Titans: Revolution,Wii,2014.0,Simulation,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
5036,Empires Arena,3DS,2016.0,Shooter,Epic Games,0.02,0.01,0.0,0.0,0.03
5037,Champions Depths: Next Gen,3DS,2019.0,Role-Playing,Square Enix,0.01,0.01,0.01,0.0,0.03
5038,Realm of Dragons: Next Gen,3DS,2015.0,Fighting,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03
5039,Fall of Rebellion: Revolution,PS4,2017.0,Shooter,Take-Two Interactive,0.01,0.01,0.0,0.01,0.03
5040,Legend of Destiny: Reborn,DS,2010.0,Simulation,Sega,0.01,0.01,0.01,0.0,0.03
5041,Saga of Nations: Origins,SNES,2002.0,Adventure,CD Projekt,0.01,0.01,0.0,0.01,0.03
5042,Depths Glory 2,Switch,2017.0,Puzzle,Atari,0.01,0.01,0.01,0.0,0.03
5043,Frontier Honor II,PSP,2015.0,Action,,0.01,0.01,0.01,0.0,0.03
5044,Quest for Fairways 3,N64,2002.0,Puzzle,Atari,0.01,0.02,0.0,0.0,0.03
